id,description,primary_clue,secondary_issues,primary_category,action,target,symptom,issue_key,is_multi_issue,label_confidence,n_issues,app,__sheet__,id_norm,issue_key_norm,text_used,text_col_used,raw_text_len,norm_text_len,text_key,has_anchor,drop_reason
10010000008834,在注册界面，提醒用户可以选择手机注册或者邮箱注册，但是只能选择手机注册，邮箱注册功能没有实现。,在注册界面，提醒用户可以选择手机注册或者邮箱注册，但是只能选择手机注册，邮箱注册功能没有实现。,,Functional-Account,register,page_view,other,register.page_view.other,N,High,1,jayme,jayme,10010000008834,register.page_view.other,在注册界面，提醒用户可以选择手机注册或者邮箱注册，但是只能选择手机注册，邮箱注册功能没有实现。,primary_clue,47,43,在注册界面 提醒用户可以选择手机注册或者邮箱注册 但是只能选择手机注册 邮箱注册功能没有实现,1,
10010000007803,邮箱注册时，只能输入前面的数字，不能输入后面的“@qq.com”。,邮箱注册时，只能输入前面的数字，不能输入后面的“@qq.com”。,,Functional-Account,register,share_panel,cannot_input,register.share_panel.cannot_input,N,High,1,jayme,jayme,10010000007803,register.share_panel.cannot_input,邮箱注册时，只能输入前面的数字，不能输入后面的“@qq.com”。,primary_clue,33,26,邮箱注册时 只能输入前面的数字 不能输入后面的 qq com,1,
10010000007951,进入app，进行注册账号时，提示可以使用手机号或者邮箱注册，但是使用邮箱无法注册，只能输入数字并不能切换键盘，并且在输入过程中控制只能输入十一个数字。,进入app，进行注册账号时，提示可以使用手机号或者邮箱注册，但是使用邮箱无法注册，只能输入数字并不能切换键盘，并且在输入过程中控制只能…,,Functional-Account,register,input_box,only_number,register.input_box.only_number,N,High,1,jayme,jayme,10010000007951,register.input_box.only_number,进入app，进行注册账号时，提示可以使用手机号或者邮箱注册，但是使用邮箱无法注册，只能输入数字并不能切换键盘，并且在输入过程中控制只能…,primary_clue,68,62,进入app 进行注册账号时 提示可以使用手机号或者邮箱注册 但是使用邮箱无法注册 只能输入数字并不能切换键盘 并且在输入过程中控制只能,1,
10010000008404,当首次进入APP是，显示周杰伦的欢迎视频，视频播放完成有出现“注册”页面，提示“请输入电话号码或邮箱”，但是输入时该输入框只能输入数字，不能输入字母及特殊符号，导致无法输入邮箱号，只能通过手机号注册。,当首次进入APP是，显示周杰伦的欢迎视频，视频播放完成有出现“注册”页面，提示“请输入电话号码或邮箱”，但是输入时该输入框只能输入数字…,,Functional-Account,register,input_box,cannot_input,register.input_box.cannot_input,N,High,1,jayme,jayme,10010000008404,register.input_box.cannot_input,当首次进入APP是，显示周杰伦的欢迎视频，视频播放完成有出现“注册”页面，提示“请输入电话号码或邮箱”，但是输入时该输入框只能输入数字…,primary_clue,68,59,当首次进入app是 显示周杰伦的欢迎视频 视频播放完成有出现 注册 页面 提示 请输入电话号码或邮箱 但是输入时该输入框只能输入数字,1,
10010000008879,当该群显示为任何人都可以加入时，群主可以修改加人的方式，比如需管理员审核。预期结果原本是组内其他人拉人时需要管理员审核，而群主拉人时不需要审核。然而实际结果是尽管是组内其他人也不需要管理员审核通过。,当该群显示为任何人都可以加入时，群主可以修改加人的方式，比如需管理员审核。预期结果原本是组内其他人拉人时需要管理员审核，而群主拉人时不…,,Functional-Social,groupchat,other,wrong_value,groupchat.other.wrong_value,N,High,1,jayme,jayme,10010000008879,groupchat.other.wrong_value,当该群显示为任何人都可以加入时，群主可以修改加人的方式，比如需管理员审核。预期结果原本是组内其他人拉人时需要管理员审核，而群主拉人时不…,primary_clue,68,63,当该群显示为任何人都可以加入时 群主可以修改加人的方式 比如需管理员审核 预期结果原本是组内其他人拉人时需要管理员审核 而群主拉人时不,1,
10010000009244,拉黑一个好友之后，仍然能够不经过对方同意便拉对方进入群内。,拉黑一个好友之后，仍然能够不经过对方同意便拉对方进入群内。,,Functional-Social,other,chat,other,other.chat.other,N,High,1,jayme,jayme,10010000009244,other.chat.other,拉黑一个好友之后，仍然能够不经过对方同意便拉对方进入群内。,primary_clue,29,27,拉黑一个好友之后 仍然能够不经过对方同意便拉对方进入群内,1,
10010000008594,操作人员是非群主，在群聊页面，点击群组设置标志，页面转到群组设置页面，点击添加新成员，页面转到添加成员页面，有最近联系人列表，点击要拉进群的联系人，不需该联系人同意，直接加入群（实际：被拉进群的联系人应该有同意不同意的权限）,操作人员是非群主，在群聊页面，点击群组设置标志，页面转到群组设置页面，点击添加新成员，页面转到添加成员页面，有最近联系人列表，点击要拉…,,Functional-Social,groupchat,page_view,permission,groupchat.page_view.permission,N,High,1,jayme,jayme,10010000008594,groupchat.page_view.permission,操作人员是非群主，在群聊页面，点击群组设置标志，页面转到群组设置页面，点击添加新成员，页面转到添加成员页面，有最近联系人列表，点击要拉…,primary_clue,68,60,操作人员是非群主 在群聊页面 点击群组设置标志 页面转到群组设置页面 点击添加新成员 页面转到添加成员页面 有最近联系人列表 点击要拉,1,
10010000009218,在创建群聊时，用户可以选择添加自己的好友加入群，也可以添加陌生人加入群，并且这种添加不需要经过被添加人的同意，即用户可以随意添加任何人进入一个群，这样会导致在使用该软件时，在毫无察觉的情况下被拉入自己并不想加入的群里面，被迫接受该群发送的消息或是垃圾广告，直到退出该群，极大的降低了用户体验。,在创建群聊时，用户可以选择添加自己的好友加入群，也可以添加陌生人加入群，并且这种添加不需要经过被添加人的同意，即用户可以随意添加任何人…,,Functional-Social,groupchat,image_banner,other,groupchat.image_banner.other,N,High,1,jayme,jayme,10010000009218,groupchat.image_banner.other,在创建群聊时，用户可以选择添加自己的好友加入群，也可以添加陌生人加入群，并且这种添加不需要经过被添加人的同意，即用户可以随意添加任何人…,primary_clue,68,63,在创建群聊时 用户可以选择添加自己的好友加入群 也可以添加陌生人加入群 并且这种添加不需要经过被添加人的同意 即用户可以随意添加任何人,1,
10010000009051,由于APP内没有被加群的相关中设置，用户可以被任意用户拉进群聊，即使把对方拉入黑名单，对方也是有权拉人进群，可能会造成一些骚扰。,由于APP内没有被加群的相关中设置，用户可以被任意用户拉进群聊，即使把对方拉入黑名单，对方也是有权拉人进群，可能会造成一些骚扰。,,Functional-Social,groupchat,page_view,other,groupchat.page_view.other,N,High,1,jayme,jayme,10010000009051,groupchat.page_view.other,由于APP内没有被加群的相关中设置，用户可以被任意用户拉进群聊，即使把对方拉入黑名单，对方也是有权拉人进群，可能会造成一些骚扰。,primary_clue,64,59,由于app内没有被加群的相关中设置 用户可以被任意用户拉进群聊 即使把对方拉入黑名单 对方也是有权拉人进群 可能会造成一些骚扰,1,
10010000009066,不经过同意便可以给陌生人发送消息，拉黑后才能防止骚扰。但是，创建群聊时可以拉入陌生人，并且不需要经过他同意。就算用户被拉黑，也能将拉黑他的人拉入群。这很容易让用户遭受骚扰，并且拉黑也不能阻止骚扰,不经过同意便可以给陌生人发送消息，拉黑后才能防止骚扰。但是，创建群聊时可以拉入陌生人，并且不需要经过他同意。就算用户被拉黑，也能将拉黑…,,Functional-Social,groupchat,chat,cannot_or_fail,groupchat.chat.cannot_or_fail,N,High,1,jayme,jayme,10010000009066,groupchat.chat.cannot_or_fail,不经过同意便可以给陌生人发送消息，拉黑后才能防止骚扰。但是，创建群聊时可以拉入陌生人，并且不需要经过他同意。就算用户被拉黑，也能将拉黑…,primary_clue,68,61,不经过同意便可以给陌生人发送消息 拉黑后才能防止骚扰 但是 创建群聊时可以拉入陌生人 并且不需要经过他同意 就算用户被拉黑 也能将拉黑,1,
10010000008897,改了头像之后显示成功，但是在群聊里不显示改过的头像,改了头像之后显示成功，但是在群聊里不显示改过的头像,,Functional-Social,groupchat,chat,display_missing,groupchat.chat.display_missing,N,High,1,jayme,jayme,10010000008897,groupchat.chat.display_missing,改了头像之后显示成功，但是在群聊里不显示改过的头像,primary_clue,25,24,改了头像之后显示成功 但是在群聊里不显示改过的头像,1,
10010000008900,在外面看群头像是最新的更新后的头像，但点进群看到的群成员头像是未更新的老头像,在外面看群头像是最新的更新后的头像，但点进群看到的群成员头像是未更新的老头像,,Functional-Social,groupchat,other,wrong_value,groupchat.other.wrong_value,N,High,1,jayme,jayme,10010000008900,groupchat.other.wrong_value,在外面看群头像是最新的更新后的头像，但点进群看到的群成员头像是未更新的老头像,primary_clue,38,37,在外面看群头像是最新的更新后的头像 但点进群看到的群成员头像是未更新的老头像,1,
10010000009017,在群组设置页面，点击更改头像后选择手机相册，当选择两张图片是的提示信息错误，应该提示不能选择多张图片,在群组设置页面，点击更改头像后选择手机相册，当选择两张图片是的提示信息错误，应该提示不能选择多张图片,,Functional-Social,groupchat,page_view,wrong_value,groupchat.page_view.wrong_value,N,High,1,jayme,jayme,10010000009017,groupchat.page_view.wrong_value,在群组设置页面，点击更改头像后选择手机相册，当选择两张图片是的提示信息错误，应该提示不能选择多张图片,primary_clue,50,47,在群组设置页面 点击更改头像后选择手机相册 当选择两张图片是的提示信息错误 应该提示不能选择多张图片,1,
10010000008963,这个bug较小些了，但还是很有必要对其重视。当用户与用户私聊的时候，用户聊天界面里是只显示头像与聊天框的。在群聊中，会出现两种不同的情况，一种是显示头像与聊天框，而另一种情况是显示头像、昵称与聊天框，如群聊截图所示。这个bug虽然不会产生太大的问题但也会在用户的心中留下一个很不好的形象，一方面在一定程度上也影响了用户体验。,这个bug较小些了，但还是很有必要对其重视。当用户与用户私聊的时候，用户聊天界面里是只显示头像与聊天框的。在群聊中，会出现两种不同的情…,,Functional-Social,groupchat,page_view,other,groupchat.page_view.other,N,High,1,jayme,jayme,10010000008963,groupchat.page_view.other,这个bug较小些了，但还是很有必要对其重视。当用户与用户私聊的时候，用户聊天界面里是只显示头像与聊天框的。在群聊中，会出现两种不同的情…,primary_clue,68,62,这个bug较小些了 但还是很有必要对其重视 当用户与用户私聊的时候 用户聊天界面里是只显示头像与聊天框的 在群聊中 会出现两种不同的情,1,
10010000009119,用户更改头像后，在群聊天的界面不能显示更改后的头像信息,用户更改头像后，在群聊天的界面不能显示更改后的头像信息,,Functional-Social,groupchat,page_view,cannot_or_fail,groupchat.page_view.cannot_or_fail,N,High,1,jayme,jayme,10010000009119,groupchat.page_view.cannot_or_fail,用户更改头像后，在群聊天的界面不能显示更改后的头像信息,primary_clue,27,26,用户更改头像后 在群聊天的界面不能显示更改后的头像信息,1,
10010000009737,更改群头像后，在我的孙列表里面显示的还为原来的头像，在群的里面是更改后的,更改群头像后，在我的孙列表里面显示的还为原来的头像，在群的里面是更改后的,,Other,other,list_item,other,other.list_item.other,N,Medium,1,jayme,jayme,10010000009737,other.list_item.other,更改群头像后，在我的孙列表里面显示的还为原来的头像，在群的里面是更改后的,primary_clue,36,34,更改群头像后 在我的孙列表里面显示的还为原来的头像 在群的里面是更改后的,1,
10010000007924,群组组员信息更新:群组中组员更改个人信息，如头像，名称，群组中无法更新至最新，还是初始信息。,群组组员信息更新:群组中组员更改个人信息，如头像，名称，群组中无法更新至最新，还是初始信息。,,Functional-Social,groupchat,chat,cannot_or_fail,groupchat.chat.cannot_or_fail,N,High,1,jayme,jayme,10010000007924,groupchat.chat.cannot_or_fail,群组组员信息更新:群组中组员更改个人信息，如头像，名称，群组中无法更新至最新，还是初始信息。,primary_clue,46,40,群组组员信息更新 群组中组员更改个人信息 如头像 名称 群组中无法更新至最新 还是初始信息,1,
10010000009764,修改头像后，在群聊消息中的头像显示延迟。,修改头像后，在群聊消息中的头像显示延迟。,,Performance/Freeze,groupchat,chat,freeze,groupchat.chat.freeze,N,High,1,jayme,jayme,10010000009764,groupchat.chat.freeze,修改头像后，在群聊消息中的头像显示延迟。,primary_clue,20,18,修改头像后 在群聊消息中的头像显示延迟,1,
10010000008811,通过点击群组成员头像进入该成员个人页面，发现其信息修改之后，在群组中并未显现，并通过多次刷新，没有成功将成员默认头像及名称显现成成员自己修改内容。,通过点击群组成员头像进入该成员个人页面，发现其信息修改之后，在群组中并未显现，并通过多次刷新，没有成功将成员默认头像及名称显现成成员自…,,Functional-Social,groupchat,page_view,other,groupchat.page_view.other,N,High,1,jayme,jayme,10010000008811,groupchat.page_view.other,通过点击群组成员头像进入该成员个人页面，发现其信息修改之后，在群组中并未显现，并通过多次刷新，没有成功将成员默认头像及名称显现成成员自…,primary_clue,68,63,通过点击群组成员头像进入该成员个人页面 发现其信息修改之后 在群组中并未显现 并通过多次刷新 没有成功将成员默认头像及名称显现成成员自,1,
10010000009453,功能不全：如果用户想在第三方的群或者分享到本软件其他群，群成员无法复制群号码，只能群主复制群号码，造成群无法分享，功能不完全，用户体验较差。,功能不全：如果用户想在第三方的群或者分享到本软件其他群，群成员无法复制群号码，只能群主复制群号码，造成群无法分享，功能不完全，用户体验较差。,,Functional-Share,share,share_panel,cannot_share,share.share_panel.cannot_share,N,High,1,jayme,jayme,10010000009453,share.share_panel.cannot_share,功能不全：如果用户想在第三方的群或者分享到本软件其他群，群成员无法复制群号码，只能群主复制群号码，造成群无法分享，功能不完全，用户体验较差。,primary_clue,70,63,功能不全 如果用户想在第三方的群或者分享到本软件其他群 群成员无法复制群号码 只能群主复制群号码 造成群无法分享 功能不完全 用户体验较差,1,
10010000007651,发表帖子或者查看最新帖子时没有分享到其他其他软件的功能，若发现有用的信息只能注册后才能查看，非此软件注册用户无法获得好友在此软件分享的有用信息。,发表帖子或者查看最新帖子时没有分享到其他其他软件的功能，若发现有用的信息只能注册后才能查看，非此软件注册用户无法获得好友在此软件分享的…,,Functional-Account,register,list_item,cannot_or_fail,register.list_item.cannot_or_fail,N,High,1,jayme,jayme,10010000007651,register.list_item.cannot_or_fail,发表帖子或者查看最新帖子时没有分享到其他其他软件的功能，若发现有用的信息只能注册后才能查看，非此软件注册用户无法获得好友在此软件分享的…,primary_clue,68,65,发表帖子或者查看最新帖子时没有分享到其他其他软件的功能 若发现有用的信息只能注册后才能查看 非此软件注册用户无法获得好友在此软件分享的,1,
10010000008441,群聊时，不能收藏表情，长按表情有个分享功能，分享到qq，没有分享到微信好友，微博其他选项，我点击分享到qq时，手机反应很慢，最后手机卡住了，关机重启后才行,群聊时，不能收藏表情，长按表情有个分享功能，分享到qq，没有分享到微信好友，微博其他选项，我点击分享到qq时，手机反应很慢，最后手机卡…,,Functional-Share,share,chat,cannot_or_fail,share.chat.cannot_or_fail,N,High,1,jayme,jayme,10010000008441,share.chat.cannot_or_fail,群聊时，不能收藏表情，长按表情有个分享功能，分享到qq，没有分享到微信好友，微博其他选项，我点击分享到qq时，手机反应很慢，最后手机卡…,primary_clue,68,59,群聊时 不能收藏表情 长按表情有个分享功能 分享到qq 没有分享到微信好友 微博其他选项 我点击分享到qq时 手机反应很慢 最后手机卡,1,
10010000008147,"聊天界面成功分享内容到QQ后，提示框按钮文字内容有错误同时在QQ聊天界面中，分享内容来源也有问题。
【预期:提示框按钮文字内容应为：返回JayMe；内容来源应为：来自JayMe】",聊天界面成功分享内容到QQ后，提示框按钮文字内容有错误同时在QQ聊天界面中，分享内容来源也有问题。,【预期:提示框按钮文字内容应为：返回JayMe || 内容来源应为：来自JayMe】,Functional-Share,share,button_icon,wrong_value,share.button_icon.wrong_value,Y,Medium,3,jayme,jayme,10010000008147,share.button_icon.wrong_value,聊天界面成功分享内容到QQ后，提示框按钮文字内容有错误同时在QQ聊天界面中，分享内容来源也有问题。,primary_clue,49,46,聊天界面成功分享内容到qq后 提示框按钮文字内容有错误同时在qq聊天界面中 分享内容来源也有问题,1,
10010000007938,"在红米Note手机上使用，长按  聊天输入框内的内容 -》点击分享按钮-》选择“JayMe”。
预期结果：屏幕提示浮动信息，如：“分享成功”
实际结果：无提示

附件：附上其他机型手机的正常截图",在红米Note手机上使用，长按 聊天输入框内的内容,》点击分享按钮 || 》选择“JayMe”。 || 预期结果：屏幕提示浮动信息，如：“分享成功” || 实际结果：无提示 || 附件：附上其他机型手机的正常截图,Functional-Social,message_send,input_box,other,message_send.input_box.other,Y,Medium,6,jayme,jayme,10010000007938,message_send.input_box.other,在红米Note手机上使用，长按 聊天输入框内的内容,primary_clue,25,23,在红米note手机上使用 长按 聊天输入框内的内容,1,
10010000008217,没有踢人出群的提示，只有群里面的人主动突出，才能退出群，这样，当有人做出不符合群规范的事情，管理员无法对其做任何事情,没有踢人出群的提示，只有群里面的人主动突出，才能退出群，这样，当有人做出不符合群规范的事情，管理员无法对其做任何事情,,Functional-Social,groupchat,other,cannot_or_fail,groupchat.other.cannot_or_fail,N,High,1,jayme,jayme,10010000008217,groupchat.other.cannot_or_fail,没有踢人出群的提示，只有群里面的人主动突出，才能退出群，这样，当有人做出不符合群规范的事情，管理员无法对其做任何事情,primary_clue,58,53,没有踢人出群的提示 只有群里面的人主动突出 才能退出群 这样 当有人做出不符合群规范的事情 管理员无法对其做任何事情,1,
10010000008938,被踢出群组后仍然能够看到在消息页面该群组,被踢出群组后仍然能够看到在消息页面该群组,,Functional-Social,groupchat,page_view,other,groupchat.page_view.other,N,High,1,jayme,jayme,10010000008938,groupchat.page_view.other,被踢出群组后仍然能够看到在消息页面该群组,primary_clue,20,20,被踢出群组后仍然能够看到在消息页面该群组,1,
10010000007480,消息盒子点击编辑进去之后，退出时会有不正常的退出，界面显示黑色。,消息盒子点击编辑进去之后，退出时会有不正常的退出，界面显示黑色。,,Functional-Social,message_send,page_view,other,message_send.page_view.other,N,High,1,jayme,jayme,10010000007480,message_send.page_view.other,消息盒子点击编辑进去之后，退出时会有不正常的退出，界面显示黑色。,primary_clue,32,29,消息盒子点击编辑进去之后 退出时会有不正常的退出 界面显示黑色,1,
10010000008880,快捷回复出现之后，用户选择一句话进行发送。语句直接发送出去。我认为快捷回复的内容应该先跳转到发送消息的文本框内，经用户确认之后再进行发送。快速回复的内容用户可能需要稍微的改动。,快捷回复出现之后，用户选择一句话进行发送。语句直接发送出去。我认为快捷回复的内容应该先跳转到发送消息的文本框内，经用户确认之后再进行发…,,Functional-Social,message_send,input_box,other,message_send.input_box.other,N,High,1,jayme,jayme,10010000008880,message_send.input_box.other,快捷回复出现之后，用户选择一句话进行发送。语句直接发送出去。我认为快捷回复的内容应该先跳转到发送消息的文本框内，经用户确认之后再进行发…,primary_clue,68,63,快捷回复出现之后 用户选择一句话进行发送 语句直接发送出去 我认为快捷回复的内容应该先跳转到发送消息的文本框内 经用户确认之后再进行发,1,
10010000007626,对自己发的帖子进行评论时，杰迷吧页面，右上角的消息盒子右上角没有出现新信息提示，即没有出现红色小点，而且自己评论自己发的帖子时，会显示成楼主评论，但返回最新页面时，刚才评论没有显示，评论刷新反应较慢，点击评论框才能看见刚才评论的信息。,对自己发的帖子进行评论时，杰迷吧页面，右上角的消息盒子右上角没有出现新信息提示，即没有出现红色小点，而且自己评论自己发的帖子时，会显示…,,Functional-Social,message_send,page_view,other,message_send.page_view.other,N,High,1,jayme,jayme,10010000007626,message_send.page_view.other,对自己发的帖子进行评论时，杰迷吧页面，右上角的消息盒子右上角没有出现新信息提示，即没有出现红色小点，而且自己评论自己发的帖子时，会显示…,primary_clue,68,62,对自己发的帖子进行评论时 杰迷吧页面 右上角的消息盒子右上角没有出现新信息提示 即没有出现红色小点 而且自己评论自己发的帖子时 会显示,1,
10010000007625,自己对自己发的帖子点赞时，没有也在消息盒子提示有新的消息，消息盒子右上角没有出现红色小点。,自己对自己发的帖子点赞时，没有也在消息盒子提示有新的消息，消息盒子右上角没有出现红色小点。,,Functional-Social,message_send,list_item,other,message_send.list_item.other,N,High,1,jayme,jayme,10010000007625,message_send.list_item.other,自己对自己发的帖子点赞时，没有也在消息盒子提示有新的消息，消息盒子右上角没有出现红色小点。,primary_clue,45,42,自己对自己发的帖子点赞时 没有也在消息盒子提示有新的消息 消息盒子右上角没有出现红色小点,1,
10010000008732,当添加完快捷回复的语句之后，没有办法进行修改,当添加完快捷回复的语句之后，没有办法进行修改,,Other,comment,other,other,comment.other.other,N,Medium,1,jayme,jayme,10010000008732,comment.other.other,当添加完快捷回复的语句之后，没有办法进行修改,primary_clue,22,21,当添加完快捷回复的语句之后 没有办法进行修改,1,
10010000008587,用户不能修改任意已有的快捷回复信息（不论是系统最初提供的还是用户自己创建的）,用户不能修改任意已有的快捷回复信息（不论是系统最初提供的还是用户自己创建的）,,Other,comment,other,cannot_or_fail,comment.other.cannot_or_fail,N,Medium,1,jayme,jayme,10010000008587,comment.other.cannot_or_fail,用户不能修改任意已有的快捷回复信息（不论是系统最初提供的还是用户自己创建的）,primary_clue,38,36,用户不能修改任意已有的快捷回复信息 不论是系统最初提供的还是用户自己创建的,1,
10010000008848,快捷回复和群名称编辑的时候，输入框设置了tirm（）;无法满足全部用户的体验，如果想要文字左右出现空格，但是这个没法实现。,快捷回复和群名称编辑的时候，输入框设置了tirm（）,无法满足全部用户的体验，如果想要文字左右出现空格，但是这个没法实现。,Input/Validation,comment,input_box,other,comment.input_box.other,Y,Medium,2,jayme,jayme,10010000008848,comment.input_box.other,快捷回复和群名称编辑的时候，输入框设置了tirm（）,primary_clue,26,23,快捷回复和群名称编辑的时候 输入框设置了tirm,1,
10010000008485,"单击任意一条快捷回复信息右边的按钮，不能出现诸如“修改”、“删除”等按钮以对该条快捷回复信息进行相应的操作；
用户只能单击右上角的“铅笔”按钮对快捷回复信息进行删除。",单击任意一条快捷回复信息右边的按钮，不能出现诸如“修改”、“删除”等按钮以对该条快捷回复信息进行相应的操作,用户只能单击右上角的“铅笔”按钮对快捷回复信息进行删除。,UI/Display,comment,button_icon,cannot_or_fail,comment.button_icon.cannot_or_fail,Y,Medium,2,jayme,jayme,10010000008485,comment.button_icon.cannot_or_fail,单击任意一条快捷回复信息右边的按钮，不能出现诸如“修改”、“删除”等按钮以对该条快捷回复信息进行相应的操作,primary_clue,53,47,单击任意一条快捷回复信息右边的按钮 不能出现诸如 修改 删除 等按钮以对该条快捷回复信息进行相应的操作,1,
